House_election
geo_id,name,democratic_party_winning_probability,republicans_party_winning_probability,democratic_party_vote_share,republicans_party_vote_share,status,result_type, solid_republic,solid_democratic,likely_republic,likely_democratic,lean_republic,lean_democratic
NY-19,New York 19th,37.8925,62.1075,51.01478,48.98522, Democrats, Forecast,,,,,,
NY-20,New York 20th,2.54,97.46000000000000,60.08524,39.91476, Democrats, Forecast,,,,,,
NY-21,New York 21st,97.24000000000000,2.76,39.33017,60.66983, Republicans, Forecast,,,,,,
NY-02,New York 2nd,82.2325,17.7675,46.10122,53.89878, Republicans, Forecast,,,,,,
NY-22,New York 22nd,73.45,26.55,47.9375,52.0625, Republicans, Forecast,,,,,,
NY-23,New York 23rd,94.4425,5.5575,41.5186,58.4814, Republicans, Forecast,,,,,,
NY-24,New York 24th,98.83,1.17,37.23595,62.76405, Republicans, Forecast,,,,,,
NY-25,New York 25th,14.66,85.34,54.0625,45.9375, Democrats, Forecast,,,,,,
NY-26,New York 26th,1.505,98.495,61.68324,38.31676, Democrats, Forecast,,,,,,
NY-03,New York 3rd,46.475,53.525,50.31743,49.68257, Democrats, Forecast,,,,,,
NY-04,New York 4th,48.4475,51.5525,50.09095,49.90905, Democrats, Forecast,,,,,,
NY-05,New York 5th,0.0025,99.99750000000000,77.93565,22.06435, Democrats, Forecast,,,,,,
NY-06,New York 6th,0.385,99.615,66.72184,33.27816, Democrats, Forecast,,,,,,
NY-07,New York 7th,0.0025,99.99750000000000,78.11488,21.88511, Democrats, Forecast,,,,,,
NY-08,New York 8th,0.005,99.995,74.92007,25.07993, Democrats, Forecast,,,,,,
NY-09,New York 9th,0.0,99.99250000000000,87.3896,0.0, Democrats, Forecast,,,,,,
OH-10,Ohio 10th,95.255,4.745,41.67695,58.32305, Republicans, Forecast,,,,,,
OH-11,Ohio 11th,0.0025,99.99750000000000,75.89069,24.10932, Democrats, Forecast,,,,,,
OH-01,Ohio 1st,65.48,34.52,48.57135,51.42865, Republicans, Forecast,,,,,,
OH-12,Ohio 12th,99.855,0.145,32.62521,67.37479, Republicans, Forecast,,,,,,
OH-13,Ohio 13th,69.0575,30.9425,48.26621,51.73379, Republicans, Forecast,,,,,,
OH-14,Ohio 14th,98.59,1.41,38.22676,61.77324, Republicans, Forecast,,,,,,
OH-15,Ohio 15th,97.16,2.84,40.37681,59.62319, Republicans, Forecast,,,,,,
OH-02,Ohio 2nd,99.96000000000000,0.04,27.80523,72.19476, Republicans, Forecast,,,,,,
OH-03,Ohio 3rd,0.0475,99.9525,69.69867,30.30133, Democrats, Forecast,,,,,,
OH-04,Ohio 4th,99.9625,0.0375,30.46233,69.53767, Republicans, Forecast,,,,,,
OH-05,Ohio 5th,99.6875,0.3125,34.22215,65.77785, Republicans, Forecast,,,,,,
OH-06,Ohio 6th,99.725,0.2750000000000000,33.95335,66.04665, Republicans, Forecast,,,,,,
OH-07,Ohio 7th,88.02500000000000,11.975,44.01026,55.98974, Republicans, Forecast,,,,,,
OH-08,Ohio 8th,99.7475,0.2525,34.55126,65.44874, Republicans, Forecast,,,,,,
OH-09,Ohio 9th,25.5825,74.4175,52.67143,47.32857, Democrats, Forecast,,,,,,
OK-01,Oklahoma 1st,99.8325,0.1675,31.89206,64.78111, Republicans, Forecast,,,,,,
OK-02,Oklahoma 2nd,99.9675,0.0325,27.25401,68.55371, Republicans, Forecast,,,,,,
OK-03,Oklahoma 3rd,99.9825,0.01750000000000000,27.95387,72.04613, Republicans, Forecast,,,,,,
OK-04,Oklahoma 4th,99.91250000000000,0.08750000000000000,31.93347,68.06654, Republicans, Forecast,,,,,,
OK-05,Oklahoma 5th,99.6075,0.3925000000000000,34.02962,62.68661, Republicans, Forecast,,,,,,
OR-01,Oregon 1st,0.155,99.845,67.63227,32.36773, Democrats, Forecast,,,,,,
OR-02,Oregon 2nd,99.6575,0.3425,34.76437,65.23563, Republicans, Forecast,,,,,,
OR-03,Oregon 3rd,0.04250000000000000,99.9575,68.63457,27.04664, Democrats, Forecast,,,,,,
OR-04,Oregon 4th,24.2925,75.70750000000000,49.91371,44.85241, Democrats, Forecast,,,,,,
OR-05,Oregon 5th,64.87,35.13,48.5489,51.4511, Republicans, Forecast,,,,,,
OR-06,Oregon 6th,66.61,33.385,46.1895,49.09656, Republicans, Forecast,,,,,,
PA-10,Pennsylvania 10th,76.38000000000000,23.62,47.21695,52.78305, Republicans, Forecast,,,,,,
PA-11,Pennsylvania 11th,99.68250000000000,0.3175,35.13059,64.86941, Republicans, Forecast,,,,,,
PA-01,Pennsylvania 1st,92.61500000000000,7.385,44.30922,55.69078, Republicans, Forecast,,,,,,
PA-12,Pennsylvania 12th,10.57,89.43000000000000,56.08082,43.91918, Democrats, Forecast,,,,,,
PA-13,Pennsylvania 13th,100.0,0.0,0.0,100.0, Republicans, Forecast,,,,,,
PA-14,Pennsylvania 14th,100.0,0.0,0.0,100.0, Republicans, Forecast,,,,,,
PA-15,Pennsylvania 15th,99.895,0.105,30.74628,69.25372, Republicans, Forecast,,,,,,
PA-16,Pennsylvania 16th,99.36500000000000,0.635,36.15322,63.84678, Republicans, Forecast,,,,,,
PA-17,Pennsylvania 17th,50.32500000000000,49.675,49.91862,50.08138, Republicans, Forecast,,,,,,
PA-02,Pennsylvania 2nd,0.02,99.98,70.55318,29.44682, Democrats, Forecast,,,,,,
PA-03,Pennsylvania 3rd,0.0,100.0,91.17233,0.0, Democrats, Forecast,,,,,,
PA-04,Pennsylvania 4th,2.455,97.545,60.08348,39.91652, Democrats, Forecast,,,,,,
PA-05,Pennsylvania 5th,0.295,99.705,65.4319,34.5681, Democrats, Forecast,,,,,,
PA-06,Pennsylvania 6th,5.4425,94.5575,57.9767,42.0233, Democrats, Forecast,,,,,,
PA-07,Pennsylvania 7th,51.4675,48.5325,49.85768,50.14232, Republicans, Forecast,,,,,,
PA-08,Pennsylvania 8th,23.845,76.155,52.37629,47.62371, Democrats, Forecast,,,,,,
PA-09,Pennsylvania 9th,99.9325,0.0675,30.41306,69.58694, Republicans, Forecast,,,,,,
RI-01,Rhode Island 1st,0.26,99.74,66.76983,33.23017, Democrats, Forecast,,,,,,
RI-02,Rhode Island 2nd,82.3025,17.695,44.67636,51.70949, Republicans, Forecast,,,,,,
SC-01,South Carolina 1st,98.54,1.46,37.11054,60.09433, Republicans, Forecast,,,,,,
SC-02,South Carolina 2nd,99.11,0.89,37.54358,62.45642, Republicans, Forecast,,,,,,
SC-03,South Carolina 3rd,100.0,0.0,0.0,100.0, Republicans, Forecast,,,,,,
SC-04,South Carolina 4th,100.0,0.0,0.0,100.0, Republicans, Forecast,,,,,,
SC-05,South Carolina 5th,99.645,0.355,34.12492,63.00438, Republicans, Forecast,,,,,,
SC-06,South Carolina 6th,0.2375,99.7625,65.65816,34.34183, Democrats, Forecast,,,,,,
SC-07,South Carolina 7th,96.9125,3.0875,40.21737,59.78263, Republicans, Forecast,,,,,,
SD-01, ,99.9875,0.0,0.0,84.49522, Republicans, Forecast,,,,,,
TN-01,Tennessee 1st,100.0,0.0,0.0,74.44244, Republicans, Forecast,,,,,,
TN-02,Tennessee 2nd,99.935,0.065,31.71514,68.28486, Republicans, Forecast,,,,,,
TN-03,Tennessee 3rd,99.9425,0.05750000000000000,29.50397,66.96181, Republicans, Forecast,,,,,,
TN-04,Tennessee 4th,99.99,0.01,26.04251,69.23489, Republicans, Forecast,,,,,,
TN-05,Tennessee 5th,73.175,26.825,46.08992,50.70581, Republicans, Forecast,,,,,,
TN-06,Tennessee 6th,99.88750000000000,0.1125000000000000,32.11541,67.88459, Republicans, Forecast,,,,,,
TN-07,Tennessee 7th,99.24,0.76,35.76817,61.24029, Republicans, Forecast,,,,,,
TN-08,Tennessee 8th,99.9675,0.0325,27.49223,68.91174, Republicans, Forecast,,,,,,
TN-09,Tennessee 9th,0.0375,99.9625,69.7485,26.29169, Democrats, Forecast,,,,,,
TX-10,Texas 10th,99.53,0.47,34.36695,62.71582, Republicans, Forecast,,,,,,
TX-11,Texas 11th,100.0,0.0,0.0,100.0, Republicans, Forecast,,,,,,
TX-01,Texas 1st,99.94,0.06,30.76522,69.23478, Republicans, Forecast,,,,,,
TX-12,Texas 12th,99.7725,0.2275,34.45842,65.54158, Republicans, Forecast,,,,,,
TX-13,Texas 13th,99.97500000000000,0.025,28.2454,71.7546, Republicans, Forecast,,,,,,
TX-14,Texas 14th,99.91250000000000,0.08750000000000000,31.34574,68.65426, Republicans, Forecast,,,,,,
TX-15,Texas 15th,62.76250000000000,37.235,46.99075,49.87158, Republicans, Forecast,,,,,,
TX-16,Texas 16th,0.3025,99.69750000000000,67.15003,32.84997, Democrats, Forecast,,,,,,
TX-17,Texas 17th,99.77000000000000,0.2300000000000000,34.52731,65.47269, Republicans, Forecast,,,,,,
TX-18,Texas 18th,0.025,99.97500000000000,69.49076,27.04255, Democrats, Forecast,,,,,,
TX-19,Texas 19th,99.99750000000000,0.0,0.0,88.21619, Republicans, Forecast,,,,,,
TX-20,Texas 20th,0.645,99.355,64.69777,35.30223, Democrats, Forecast,,,,,,
TX-21,Texas 21st,99.74500000000000,0.255,34.93523,65.06477, Republicans, Forecast,,,,,,
TX-02,Texas 2nd,99.85000000000000,0.15,32.44336,67.55664, Republicans, Forecast,,,,,,
TX-22,Texas 22nd,99.6225,0.3775,33.39267,63.69001, Republicans, Forecast,,,,,,
TX-23,Texas 23rd,95.8175,4.1825,39.75018,56.14672, Republicans, Forecast,,,,,,
TX-24,Texas 24th,99.625,0.375,35.50151,64.49849, Republicans, Forecast,,,,,,
TX-25,Texas 25th,100.0,0.0,0.0,100.0, Republicans, Forecast,,,,,,
TX-26,Texas 26th,99.99,0.0,0.0,83.45412, Republicans, Forecast,,,,,,
TX-27,Texas 27th,99.81,0.19,34.20162,65.79838, Republicans, Forecast,,,,,,
TX-28,Texas 28th,12.035,87.965,56.54642,43.45358, Democrats, Forecast,,,,,,
TX-29,Texas 29th,0.2,99.8,68.55875,31.44125, Democrats, Forecast,,,,,,
TX-30,Texas 30th,0.09,99.91,67.90408,27.9678, Democrats, Forecast,,,,,,
TX-31,Texas 31st,100.0,0.0,0.0,100.0, Republicans, Forecast,,,,,,
TX-03,Texas 3rd,97.4675,2.5325,38.01068,58.5846, Republicans, Forecast,,,,,,
TX-32,Texas 32nd,0.54,99.46000000000000,63.95321,36.04679, Democrats, Forecast,,,,,,
TX-33,Texas 33rd,0.0475,99.9525,70.09051,26.80923, Democrats, Forecast,,,,,,
TX-34,Texas 34th,26.7675,73.2325,51.849,45.59933, Democrats, Forecast,,,,,,
TX-35,Texas 35th,0.6025,99.39750000000000,64.6566,35.3434, Democrats, Forecast,,,,,,
TX-36,Texas 36th,99.91,0.09,31.41667,68.58333, Republicans, Forecast,,,,,,
TX-37,Texas 37th,0.0275,99.9725,69.74042,27.1587, Democrats, Forecast,,,,,,
TX-38,Texas 38th,98.6725,1.325,36.36055,60.19719, Republicans, Forecast,,,,,,
TX-04,Texas 4th,99.825,0.175,31.48856,65.53091, Republicans, Forecast,,,,,,
TX-05,Texas 5th,99.74,0.26,32.59904,64.45507, Republicans, Forecast,,,,,,
TX-06,Texas 6th,100.0,0.0,0.0,100.0, Republicans, Forecast,,,,,,
TX-07,Texas 7th,0.7375000000000000,99.2625,64.04828,35.95172, Democrats, Forecast,,,,,,
TX-08,Texas 8th,98.56,1.44,36.96452,59.60233, Republicans, Forecast,,,,,,
TX-09,Texas 9th,0.015,99.985,73.64964,26.35036, Democrats, Forecast,,,,,,
UT-01,Utah 1st,99.2125,0.7875,38.01768,61.98232, Republicans, Forecast,,,,,,
UT-02,Utah 2nd,98.205,1.795,36.03913,54.90351, Republicans, Forecast,,,,,,
UT-03,Utah 3rd,98.73000000000000,1.27,33.74646,55.83597, Republicans, Forecast,,,,,,
UT-04,Utah 4th,99.115,0.8775,34.11316,58.43954, Republicans, Forecast,,,,,,
VA-10,Virginia 10th,20.39750000000000,79.60250000000000,53.26352,46.73648, Democrats, Forecast,,,,,,
VA-11,Virginia 11th,0.1825,99.81750000000000,67.43006,32.56994, Democrats, Forecast,,,,,,
VA-01,Virginia 1st,97.9225,2.075,37.97876,58.99203, Republicans, Forecast,,,,,,
VA-02,Virginia 2nd,42.8075,57.1925,50.61827,49.38173, Democrats, Forecast,,,,,,
VA-03,Virginia 3rd,0.1225,99.8775,67.3232,32.6768, Democrats, Forecast,,,,,,
VA-04,Virginia 4th,0.1275,99.8725,66.80975,33.19025, Democrats, Forecast,,,,,,
VA-05,Virginia 5th,97.57250000000000,2.4275,39.8652,60.1348, Republicans, Forecast,,,,,,
VA-06,Virginia 6th,99.7175,0.2825,34.48421,65.51579, Republicans, Forecast,,,,,,
VA-07,Virginia 7th,23.64,76.36,52.65655,47.34345, Democrats, Forecast,,,,,,
VA-08,Virginia 8th,0.0125,99.9875,71.75264,24.88725, Democrats, Forecast,,,,,,
VA-09,Virginia 9th,99.97,0.03,28.24081,71.75919, Republicans, Forecast,,,,,,
VT-01, ,0.4875,99.51,56.59278,28.78974, Democrats, Forecast,,,,,,
WA-10,Washington 10th,5.0725,94.9275,58.53384,41.46616, Democrats, Forecast,,,,,,
WA-01,Washington 1st,0.66,99.34000000000000,64.08216,35.91784, Democrats, Forecast,,,,,,
WA-02,Washington 2nd,1.695,98.30500000000000,61.29475,38.70525, Democrats, Forecast,,,,,,
WA-03,Washington 3rd,82.3875,17.6125,46.76171,53.23829, Republicans, Forecast,,,,,,
WA-04,Washington 4th,99.3475,0.6525000000000000,35.90196,64.09804, Republicans, Forecast,,,,,,
WA-05,Washington 5th,97.7125,2.2875,39.10021,60.89979, Republicans, Forecast,,,,,,
WA-06,Washington 6th,3.970000000000000,96.03,59.35785,40.64215, Democrats, Forecast,,,,,,
WA-07,Washington 7th,0.005,99.995,80.36714,19.63286, Democrats, Forecast,,,,,,
WA-08,Washington 8th,27.91,72.09,52.33553,47.66447, Democrats, Forecast,,,,,,
WA-09,Washington 9th,0.0475,99.9525,69.7248,30.2752, Democrats, Forecast,,,,,,
WI-01,Wisconsin 1st,94.365,5.635,40.78917,56.28367, Republicans, Forecast,,,,,,
WI-02,Wisconsin 2nd,0.095,99.8975,67.98434,28.80298, Democrats, Forecast,,,,,,
WI-03,Wisconsin 3rd,86.9025,13.0975,45.85991,54.14009, Republicans, Forecast,,,,,,
WI-04,Wisconsin 4th,0.0125,99.9875,71.54195,25.1305, Democrats, Forecast,,,,,,
WI-05,Wisconsin 5th,99.735,0.265,34.39943,65.60057, Republicans, Forecast,,,,,,
WI-06,Wisconsin 6th,100.0,0.0,0.0,100.0, Republicans, Forecast,,,,,,
WI-07,Wisconsin 7th,99.03,0.97,36.7369,63.2631, Republicans, Forecast,,,,,,
WI-08,Wisconsin 8th,100.0,0.0,0.0,80.00271, Republicans, Forecast,,,,,,
WV-01,West Virginia 1st,99.85000000000000,0.15,31.10997,65.7376, Republicans, Forecast,,,,,,
WV-02,West Virginia 2nd,99.855,0.145,32.73528,67.26472, Republicans, Forecast,,,,,,
WY-01, ,99.9075,0.0925,28.09741,66.1523, Republicans, Forecast,,,,,,
