geo_id,name,democratic_party_winning_probability,republicans_party_winning_probability,democratic_party_vote_share,republicans_party_vote_share,status,result_type,votes_counted,republic_candidate_name,democratic_candidate_name
  IN-08, إنديانا 8, 99.9325, 0.0675,29.0, 67.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, لاري دي بوكشون, راي ماكورميك
  IN-09, إنديانا 9, 99.1525, 0.8475,35.2, 60.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ايرين حوشين, ماثيو فايف
  KS-01, كانساس 1, 99.925, 0.075,31.2, 68.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تريسي مان, جيمس &quot;جيمي&quot; بيرد
  KS-02, كانساس 2, 92.485, 7.515,43.7, 56.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيك لاتورنر, باتريك شميت
  KS-03, كانساس 3, 10.925, 89.075,52.7, 44.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, أماندا ل, شاريس دافيدز
  KS-04, كانساس 4, 99.8425, 0.1575,33.5, 66.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, رون إستس, بوب هيرنانديز
  KY-01, كنتاكي 1, 99.985, 0.015,27.6, 72.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيمس ر.كومر, جيمي سي أوسبروكس
  KY-02, كنتاكي 2, 99.97, 0.03,29.8, 70.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, س. بريت جوثري, هانك ليندرمان
  KY-03, كنتاكي الثالثة, 2.28, 97.72,59.9, 40.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ستيوارت ن.راي, مورجان ماكجارفي
  KY-04, كنتاكي الرابعة, 99.9675, 0.0325,29.6, 67.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, توماس ماسي, ماثيو ليمان
  KY-05, كنتاكي 5, 100.0, 0.0,0.0, 78.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, هارولد &quot;هال&quot; روجرز, حزب ديمقراطي
  KY-06, كنتاكي 6, 97.76, 2.239999999999999,39.8, 60.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, آندي بار, جيفري إم &quot;جيف&quot; يونغ
  LA-01, لويزيانا 1, 99.9825, 0.01749999999999999,26.6, 70.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ستيف سكاليس, كيت دارلينج
  LA-02, لويزيانا 2, 0.0, 100.0,78.3, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, تروي أ.كارتر
  LA-03, لويزيانا الثالثة, 88.86, 0.37,17.6, 32.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كلاي هيغينز, تيا ليبرون
  LA-04, لويزيانا 4, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, &quot;مايك&quot; جونسون, حزب ديمقراطي
  LA-05, ولاية لويزيانا الخامسة, 92.365, 0.375,14.7, 39.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جوليا ليتلو, أوسكار &quot;عمر&quot; دانتزلر
  LA-06, ولاية لويزيانا 6, 100.0, 0.0,0.0, 70.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جاريت جريفز, حزب ديمقراطي
  MA-01, ماساتشوستس 1, 0.6525000000000001, 99.3475,64.0, 36.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, دين جيمس مارتيلي, ريتشارد إي نيل
  MA-02, ماساتشوستس 2, 0.1875, 99.8125,67.4, 32.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيفري أ.سوسا باكيت, جيمس بي ماكجفرن
  MA-03, ماساتشوستس 3, 0.43, 99.57000000000001,65.4, 34.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, عميد A. تران, لوري لوريرو تراهان
  MA-04, ماساتشوستس 4, 0.0, 100.0,100.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, جيك أوشينكلوس
  MA-05, ماساتشوستس 5, 0.0025, 99.99749999999999,75.3, 24.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كارولين كولاروسو, كاثرين م كلارك
  MA-06, ماساتشوستس 6, 0.4049999999999999, 99.595,64.1, 32.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بوب ماي, سيث مولتون
  MA-07, ماساتشوستس 7, 0.0, 100.0,83.9, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, ايانا س بريسلي
  MA-08, ماساتشوستس 8, 0.0625, 99.9375,69.0, 31.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, روبرت جي بيرك, ستيفن ف لينش
  MA-09, ماساتشوستس 9, 1.3825, 98.6175,62.2, 37.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيسي جي براون, بيل كيتنغ
  MD-01, ماريلاند 1, 92.445, 7.552499999999999,42.5, 53.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, آندي هاريس, هيذر ر.مايزور
  MD-02, ميريلاند 2, 6.897499999999999, 93.10249999999999,55.8, 44.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, نيكولي أمبروز, أ. هولندي Ruppersberger
  MD-03, ولاية ماريلاند الثالثة, 2.095, 97.905,60.4, 39.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, يوريبزي مورغان, جون ساربينز
  MD-04, ولاية ماريلاند الرابعة, 0.0, 100.0,81.5, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, جلين إف آيفي
  MD-05, 5 ميريلاند, 0.1175, 99.8825,66.9, 33.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريس بالومبي, ستيني هوير
  MD-06, ولاية ماريلاند 6, 29.5875, 70.4125,51.8, 48.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, نيل سي باروت, ديفيد جيه ترون
  MD-07, ماريلاند 7, 0.0, 100.0,77.7, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, كويزي مفومي
  MD-08, ماريلاند 8, 0.0025, 99.99749999999999,74.8, 21.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جريجوري توماس كول, جيمي راسكين
  ME-01, مين 1, 0.375, 99.625,61.5, 38.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إدوين ثيلاندر, تشيلي إم بينجري
  ME-02, مين 2, 33.475, 66.5225,49.8, 46.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بروس بوليكين, جاريد فورست جولدن
  MI-10, ميشيغان العاشر, 83.035, 16.965,44.4, 51.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون جيمس, كارل جيه مارلينجا
  MI-11, ميشيغان 11, 1.9825, 98.0175,60.7, 39.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مارك أمبروز, هالي ستيفنز
  MI-01, ميشيغان 1, 99.29, 0.7100000000000001,34.2, 62.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جاك بيرجمان, بوب لورينسر
  MI-12, ميشيغان 12, 0.005, 99.995,72.2, 24.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ستيفن إليوت, رشيدة طليب
  MI-13, ميشيغان 13, 0.025, 99.97500000000001,68.7, 27.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مارتيل دي بيفينغز, شري ثانيدار
  MI-02, ميشيغان 2, 99.8425, 0.1575,31.1, 65.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون مولينار, جيري هيليارد
  MI-03, ميشيغان 3, 37.1675, 62.8325,49.2, 46.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جون جيبس, هيلاري شولتن
  MI-04, ميشيغان 4, 94.83, 5.17,40.2, 56.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بيل هويزنجا, جوزيف ألفونسو
  MI-05, ميشيغان 5, 99.7475, 0.2525,32.3, 64.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تيم والبيرج, بارت غولدبرغ
  MI-06, ميتشيغان 6, 0.6125, 99.38749999999999,63.5, 36.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ويتني ويليامز, ديبي دينجيل
  MI-07, ميشيغان 7, 28.59, 71.41,50.5, 46.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, توم باريت, إليسا سلوتكين
  MI-08, ميشيغان 8, 32.855, 67.145,50.0, 46.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بول جونج, دانيال تي كيلدي
  MI-09, ميشيغان 9, 99.91499999999999, 0.08499999999999999,29.7, 66.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ليزا ماكلين, بريان جاي
  MN-01, مينيسوتا 1, 90.4025, 9.5975,43.2, 52.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, براد فينستاد, جيف إيتنجر
  MN-02, مينيسوتا 2, 36.5825, 63.4175,49.7, 47.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تايلر كيستنر, انجي كريج
  MN-03, مينيسوتا الثالثة, 3.715, 96.285,57.1, 42.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, توم ويلر, دين فيليبس
  MN-04, مينيسوتا 4, 0.08499999999999999, 99.91499999999999,68.3, 31.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ماي لور شيونغ, بيتي ماكولوم
  MN-05, مينيسوتا 5, 0.0, 100.0,78.3, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, إلهان عمر
  MN-06, مينيسوتا 6, 99.6275, 0.3725,35.6, 64.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, توم ايمر, جين هندريكس
  MN-07, مينيسوتا 7, 99.91, 0.09,28.6, 67.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ميشيل فيشباخ, جيل أباحسين
  MN-08, مينيسوتا 8, 97.585, 2.415,39.6, 60.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بيت ستوبر, جين شولتز
  MO-01, ميسوري 1, 0.0025, 99.99749999999999,75.2, 21.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, أندرو جونز, كوري بوش
  MO-02, ميسوري 2, 98.6, 1.3975,37.1, 59.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, آن واجنر, تريش جونبي
  MO-03, ميسوري 3, 99.935, 0.065,31.8, 68.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بلين لوتكيمير, بيثاني مان
  MO-04, ميسوري 4, 99.945, 0.055,29.0, 67.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مارك ألفورد, جاك ترومان
  MO-05, ميسوري 5, 0.64, 99.36,61.7, 35.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, يعقوب ترك, إيمانويل كليفر ، الثاني
  MO-06, ميسوري 6, 99.9725, 0.0275,26.4, 70.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, سام جريفز, هنري مارتن
  MO-07, ميسوري 7, 99.9725, 0.0275,27.9, 68.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, اريك بورليسون, كريستين راداكر شيفر
  MO-08, ميسوري 8, 99.99749999999999, 0.0025,21.1, 75.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جايسون سميث, راندي ماكاليان
  MS-01, ميسيسيبي 1, 99.9475, 0.0525,30.9, 69.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ترينت كيلي, ديان بلاك
  MS-02, ميسيسيبي 2, 0.3324999999999999, 99.6675,66.2, 33.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, زهور براين, بيني جي طومسون
  MS-03, ميسيسيبي 3, 99.8475, 0.1525,33.7, 66.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايكل جيست, شواسكي أ. يونغ
  MS-04, ميسيسيبي 4, 99.92750000000001, 0.0725,30.3, 66.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك ازيل, جوني إل دوبري
  MT-01, مونتانا 1, 83.5275, 16.46749999999999,44.6, 51.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ريان ك.زينكي, مونيكا ترانيل
  MT-02, مونتانا 2, 97.5175, 2.4825,36.1, 56.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مات روزينديل, بيني رونينج
  NC-10, ولاية كارولينا الشمالية العاشرة, 99.9825, 0.01749999999999999,27.9, 72.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, باتريك ماكهنري, بام جينانت
  NC-11, نورث كارولينا 11, 80.7975, 19.2025,44.8, 52.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تشاك إدواردز, جاسمين بيتش-فيرارا
  NC-01, نورث كارولينا 1, 17.57749999999999, 82.4225,53.5, 46.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ساندي سميث, دون ديفيس
  NC-12, نورث كارولينا 12, 0.305, 99.695,65.4, 34.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تايلر لي, ألما إس آدامز
  NC-13, نورث كارولينا 13, 44.8875, 55.1125,50.4, 49.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بو هاينز, وايلي نيكل
  NC-14, كارولينا الشمالية 14, 15.4275, 84.57249999999999,54.8, 45.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بات هاريجان, جيف جاكسون
  NC-02, ولاية كارولينا الشمالية الثانية, 0.375, 99.625,64.8, 35.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريستين إي فيلافيردي, ديبورا ك.روس
  NC-03, ولاية كارولينا الشمالية الثالثة, 99.825, 0.175,33.6, 66.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جريج مورفي, باربرا دي جاسكينز
  NC-04, ولاية كارولينا الشمالية الرابعة, 0.3075, 99.6925,64.4, 35.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كورتني جيلز, فاليري ب.فوشي
  NC-05, ولاية كارولينا الشمالية الخامسة, 99.5175, 0.4825,35.5, 64.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, فرجينيا فوكس, كايل باريش
  NC-06, ولاية كارولينا الشمالية 6, 9.15, 90.8475,53.6, 43.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريستيان كاستيلي, كاثي مانينغ
  NC-07, ولاية كارولينا الشمالية السابعة, 97.9675, 2.032499999999999,39.2, 60.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ديفيد روزر, تشارلز جراهام
  NC-08, نورث كارولينا 8, 99.96000000000001, 0.04,29.6, 70.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دان بيشوب, سكوت هوفمان
  NC-09, كارولينا الشمالية 9, 96.4975, 3.5025,40.9, 59.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ريتشارد هدسون, بن كلارك
  ND-AL, داكوتا الشمالية At-Large, 97.8725, 0.0,0.0, 57.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كيلي ارمسترونج, حزب ديمقراطي
  NE-01, نبراسكا 1, 99.0125, 0.9875,37.8, 62.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك فلود, باتي بانسينغ بروكس
  NE-02, نبراسكا 2, 83.1825, 16.8175,46.6, 53.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دون بيكون, توني فارغاس
  NE-03, نبراسكا الثالثة, 99.99749999999999, 0.0025,20.7, 75.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, أدريان سميث, ديفيد ج
  NH-01, نيو هامبشاير 1, 51.1325, 48.8675,49.9, 50.1, غير مؤكد, تنبؤ بالمناخ, 100.0, كارولين ليفيت, كريس باباس
  NH-02, نيو هامبشاير 2, 12.195, 87.805,53.6, 46.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, روبرت برنز, آن ماكلين كوستر
  NJ-10, نيو جيرسي العاشر, 0.005, 99.995,76.1, 19.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ديفيد إتش بينكني, دونالد إم باين جونيور
  NJ-11, نيو جيرسي 11, 6.959999999999999, 93.04,56.4, 40.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بول ديجروت, ميكي شيريل
  NJ-01, نيو جيرسي 1, 7.4525, 92.5475,54.5, 42.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كلير جوستافسون, دونالد دبليو نوركروس
  NJ-12, نيو جيرسي 12, 0.185, 99.815,64.9, 32.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, داريوس مايفيلد, بوني واتسون كولمان
  NJ-02, نيو جيرسي 2, 97.375, 2.625,38.6, 58.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيف فان درو, تيم الكسندر
  NJ-03, نيو جيرسي 3, 18.34, 81.66,51.9, 44.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بوب هيلي, آندي كيم
  NJ-04, نيو جيرسي 4, 99.895, 0.105,30.0, 66.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كريستوفر هـ. سميث, ماثيو جينكينز
  NJ-05, نيو جيرسي الخامس, 12.5825, 87.4175,54.2, 42.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, فرانك تي بالوتا, جوش جوتهايمر
  NJ-06, نيو جيرسي 6, 4.1075, 95.8925,57.5, 39.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, سوزان إم كيلي, فرانك بالوني جونيور
  NJ-07, نيو جيرسي 7, 65.0675, 34.9325,48.4, 51.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, توماس إتش كين جونيور, توم مالينوفسكي
  NJ-08, نيو جيرسي 8, 0.125, 99.875,67.1, 27.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ماركوس أرويو, روبرت جيه مينينديز
  NJ-09, نيو جيرسي 9, 2.8825, 97.1175,58.5, 38.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بيلي بريمبيه, بيل باسكريل جونيور
  NM-01, نيو مكسيكو 1, 6.087499999999999, 93.9125,54.7, 45.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ميشيل جارسيا هولمز, ميلاني آن ستانسبيري
  NM-02, نيو مكسيكو الثانية, 68.5125, 31.4875,48.4, 51.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, إيفيت هيريل, غابرييل فاسكيز
  NM-03, نيو مكسيكو 3, 0.84, 99.16,59.2, 40.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الكسيس مارتينيز جونسون, تيريزا ليجيه فرنانديز
  NV-01, نيفادا 1, 82.09, 17.91,45.6, 51.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مارك روبرتسون, دينا تيتوس
  NV-02, نيفادا 2, 99.825, 0.175,36.5, 60.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مارك إي أمودي, إليزابيث مرسيدس كراوس
  NV-03, نيفادا 3, 60.4525, 39.5475,49.1, 50.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, أبريل بيكر, سوزي لي
  NV-04, نيفادا 4, 36.0475, 63.9525,51.3, 48.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, سام بيترز, ستيفن هورسفورد
  NY-10, نيويورك العاشر, 0.0, 100.0,80.9, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, دانيال جولدمان
  NY-11, نيويورك 11, 86.91250000000001, 13.08749999999999,45.6, 54.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, نيكول ماليوتاكيس, ماكس ن. روز
  NY-01, نيويورك 1, 75.62, 24.38,46.5, 53.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, نيكولاس ج.الوتا, بريدجيت فليمنج
  NY-12, نيويورك 12, 0.0, 100.0,80.7, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, جيرولد نادلر
  NY-13, نيويورك 13, 0.0, 100.0,100.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, أدريانو إسبايلات
  NY-14, نيويورك 14, 0.0, 100.0,76.5, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, الإسكندرية أوكاسيو كورتيز
  NY-15, نيويورك 15, 0.0, 100.0,83.3, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, ريتشي جيه توريس
  NY-16, نيويورك 16, 0.0125, 99.9875,71.5, 28.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ميريام ل, جمال بومان
  NY-17, نيويورك 17, 36.4475, 63.5525,51.4, 48.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مايكل في لولر, شون باتريك مالوني
  NY-18, نيويورك 18, 15.16, 84.84,55.0, 45.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كولين جيه شميت, بات رايان
  NY-19, نيويورك 19, 29.75999999999999, 70.24000000000001,51.8, 48.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ماركوس مولينارو, جوش رايلي
  NY-20, نيويورك 20, 2.117499999999999, 97.8825,60.3, 39.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إليزابيث ل.جوي, بول دي تونكو
  NY-21, نيويورك 21, 97.69, 2.31,38.7, 61.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, إليز إم ستيفانيك, مات كاستيلي
  NY-02, نيويورك 2, 82.545, 17.455,46.1, 53.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, أندرو ر.جاربارينو, جاكي جوردون
  NY-22, نيويورك 22, 46.0475, 53.9525,50.3, 49.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, براندون م, فرانسيس كونول
  NY-23, نيويورك 23, 96.275, 3.724999999999999,40.5, 59.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, نيك لانغورثي, ماكس إتش ديلا بيا
  NY-24, نيويورك 24, 99.27, 0.73,36.4, 63.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كلوديا تيني, ستيفن هولدن
  NY-25, نيويورك 25, 13.18, 86.82,54.2, 45.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, لارون د, جوزيف د
  NY-26, نيويورك 26, 1.135, 98.86500000000001,62.2, 37.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ستيفن إل سامز الثاني, بريان هيغينز
  NY-03, نيويورك 3, 46.7975, 53.2025,50.4, 49.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جورج ايه دي سانتوس, روبرت ب. زيمرمان
  NY-04, نيويورك 4, 46.9, 53.1,50.3, 49.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, أنتوني ب.ديسبوزيتو, لورا أ. جيلن
  NY-05, نيويورك الخامس, 0.0, 100.0,80.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, جريجوري ميكس
  NY-06, نيويورك 6, 0.26, 99.74,67.6, 32.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, توم زميش, جريس منغ
  NY-07, نيويورك 7, 0.0025, 99.99749999999999,80.3, 19.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, خوان باغان, Nydia M. Velázquez
  NY-08, نيويورك 8, 0.0025, 99.99749999999999,76.6, 23.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, يوري داشيفسكي, حكيم س. جيفريز
  NY-09, نيويورك 9, 0.0, 99.99749999999999,87.4, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, إيفيت كلارك
  OH-10, أوهايو العاشر, 95.39, 4.61,41.7, 58.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك تيرنر, ديفيد اسراتي
  OH-11, أوهايو 11, 0.0, 100.0,77.8, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, شونتيل براون
  OH-01, أوهايو 1, 64.41, 35.58999999999999,48.7, 51.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ستيف شابوت, جريج لاندسمان
  OH-12, أوهايو 12, 99.92, 0.08,31.2, 68.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تروي بالدرسون, ايمي ريبل إلتون
  OH-13, أوهايو 13, 57.225, 42.775,49.4, 50.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماديسون جيسيوتو جيلبرت, إميليا سايكس
  OH-14, أوهايو 14, 98.91, 1.09,37.6, 62.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ديفيد بي جويس, مات كيلبوي
  OH-15, أوهايو 15, 97.44749999999999, 2.552499999999999,40.1, 59.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك كاري, جاري جوزيفسون
  OH-02, أوهايو 2, 99.99, 0.01,25.7, 74.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, براد وينستروب, سامانثا ميدوز
  OH-03, أوهايو الثالثة, 0.01749999999999999, 99.9825,70.9, 29.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, لي آر ستالي, جويس بيتي
  OH-04, أوهايو الرابعة, 99.98, 0.02,28.8, 71.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيم جوردان, تامي ويلسون
  OH-05, أوهايو الخامس, 99.8325, 0.1675,33.1, 66.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بوب لاتا, كريج شوارتز
  OH-06, أوهايو 6, 99.845, 0.155,32.7, 67.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بيل جونسون, لويس جي ليراس
  OH-07, أوهايو 7, 90.535, 9.465,43.5, 56.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماكس ميلر, ماثيو ديمر
  OH-08, أوهايو 8, 99.825, 0.175,33.5, 66.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, وارن ديفيدسون, فانيسا اينوك
  OH-09, أوهايو 9, 28.095, 71.905,52.4, 47.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جي آر ماجوسكي, مارسي كابتور
  OK-01, أوكلاهوما 1, 99.9025, 0.09749999999999999,30.7, 65.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كيفن هيرن, آدم مارتن
  OK-02, أوكلاهوما 2, 99.9825, 0.015,24.7, 71.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جوش بريشين, نعومي اندروز
  OK-03, أوكلاهوما الثالثة, 99.99, 0.01,25.9, 74.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, فرانك دي لوكاس, إرميا أ. روس
  OK-04, أوكلاهوما الرابعة, 99.9375, 0.0625,30.4, 69.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, توم كول, ماري برانون
  OK-05, أوكلاهوما 5, 99.76, 0.2375,33.1, 63.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ستيفاني بايس, جوشوا هاريس تيل
  OR-01, أوريغون 1, 0.105, 99.895,68.5, 31.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريستوفر إيه مان, سوزان بوناميتشي
  OR-02, أوريغون 2, 99.7975, 0.2024999999999999,33.5, 66.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كليف س. بنتز, جو يتر
  OR-03, ولاية أوريغون الثالثة, 0.025, 99.97500000000001,69.9, 25.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جوانا هاربور, إيرل بلوميناور
