geo_id,name,democratic_party_winning_probability,republicans_party_winning_probability,democratic_party_vote_share,republicans_party_vote_share,status,result_type,votes_counted,republic_candidate_name,democratic_candidate_name
  IN-07, إنديانا 7, 0.05749999999999999, 99.94,68.3, 28.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, أنجيلا جرابوفسكي, أندريه دي كارسون
  IN-08, إنديانا 8, 99.9425, 0.05749999999999999,29.5, 67.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, لاري دي بوكشون, راي ماكورميك
  IN-09, إنديانا 9, 98.995, 1.0,35.7, 60.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ايرين حوشين, ماثيو فايف
  KS-01, كانساس 1, 99.92, 0.08,31.6, 68.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تريسي مان, جيمس &quot;جيمي&quot; بيرد
  KS-02, كانساس 2, 92.325, 7.675,43.8, 56.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيك لاتورنر, باتريك شميت
  KS-03, كانساس 3, 11.175, 88.825,52.7, 44.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, أماندا ل, شاريس دافيدز
  KS-04, كانساس 4, 99.82, 0.18,33.7, 66.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, رون إستس, بوب هيرنانديز
  KY-01, كنتاكي 1, 99.97749999999999, 0.0225,28.2, 71.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيمس ر.كومر, جيمي سي أوسبروكس
  KY-02, كنتاكي 2, 99.9725, 0.0275,30.3, 69.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, س. بريت جوثري, هانك ليندرمان
  KY-03, كنتاكي الثالثة, 2.9075, 97.0925,59.3, 40.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ستيوارت ن.راي, مورجان ماكجارفي
  KY-04, كنتاكي الرابعة, 99.935, 0.0625,30.0, 66.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, توماس ماسي, ماثيو ليمان
  KY-05, كنتاكي 5, 99.99749999999999, 0.0025,22.4, 77.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, هارولد &quot;هال&quot; روجرز, كونور حلبليب
  KY-06, كنتاكي 6, 97.855, 2.145,39.7, 60.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, آندي بار, جيفري إم &quot;جيف&quot; يونغ
  LA-01, لويزيانا 1, 99.985, 0.015,27.0, 70.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ستيف سكاليس, كيت دارلينج
  LA-02, لويزيانا 2, 0.0, 100.0,77.6, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, تروي أ.كارتر
  LA-03, لويزيانا الثالثة, 89.2675, 0.42,17.9, 32.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كلاي هيغينز, تيا ليبرون
  LA-04, لويزيانا 4, 100.0, 0.0,0.0, 100.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, &quot;مايك&quot; جونسون, حزب ديمقراطي
  LA-05, ولاية لويزيانا الخامسة, 92.1925, 0.4575,14.9, 38.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جوليا ليتلو, والتر إيرل هوف
  LA-06, ولاية لويزيانا 6, 100.0, 0.0,0.0, 70.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جاريت جريفز, حزب ديمقراطي
  MA-01, ماساتشوستس 1, 0.74, 99.26,63.6, 36.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, دين جيمس مارتيلي, ريتشارد إي نيل
  MA-02, ماساتشوستس 2, 0.21, 99.79,66.9, 33.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيفري أ.سوسا باكيت, جيمس بي ماكجفرن
  MA-03, ماساتشوستس 3, 0.4875, 99.5125,65.0, 35.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, عميد A. تران, لوري لوريرو تراهان
  MA-04, ماساتشوستس 4, 0.0, 100.0,100.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, جيك أوشينكلوس
  MA-05, ماساتشوستس 5, 0.0075, 99.99249999999999,74.7, 25.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كارولين كولاروسو, كاثرين م كلارك
  MA-06, ماساتشوستس 6, 0.525, 99.47500000000001,63.7, 32.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بوب ماي, سيث مولتون
  MA-07, ماساتشوستس 7, 0.0, 100.0,83.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, ايانا س بريسلي
  MA-08, ماساتشوستس 8, 0.1025, 99.8975,68.4, 31.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, روبرت جي بيرك, ستيفن ف لينش
  MA-09, ماساتشوستس 9, 1.6025, 98.39750000000001,61.9, 38.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جيسي جي براون, بيل كيتنغ
  MD-01, ماريلاند 1, 99.6775, 0.3225,33.3, 63.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, آندي هاريس, هيذر ر.مايزور
  MD-02, ميريلاند 2, 6.9075, 93.0925,55.7, 44.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, نيكولي أمبروز, أ. هولندي Ruppersberger
  MD-03, ولاية ماريلاند الثالثة, 2.36, 97.64,60.2, 39.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, يوريبزي مورغان, جون ساربينز
  MD-04, ولاية ماريلاند الرابعة, 0.0, 100.0,80.4, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, جلين إف آيفي
  MD-05, 5 ميريلاند, 0.165, 99.835,66.6, 33.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريس بالومبي, ستيني هوير
  MD-06, ولاية ماريلاند 6, 29.7975, 70.2025,51.8, 48.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, نيل سي باروت, ديفيد جيه ترون
  MD-07, ماريلاند 7, 0.0, 100.0,77.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, كويزي مفومي
  MD-08, ماريلاند 8, 0.01, 99.99,74.1, 22.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جريجوري توماس كول, جيمي راسكين
  ME-01, مين 1, 0.21, 99.79,63.4, 36.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إدوين ثيلاندر, تشيلي إم بينجري
  ME-02, مين 2, 23.8025, 76.19500000000001,51.1, 45.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بروس بوليكين, جاريد فورست جولدن
  MI-10, ميشيغان العاشر, 82.72500000000001, 17.275,44.3, 51.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون جيمس, كارل جيه مارلينجا
  MI-11, ميشيغان 11, 2.015, 97.985,60.5, 39.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مارك أمبروز, هالي ستيفنز
  MI-01, ميشيغان 1, 99.205, 0.795,34.5, 62.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جاك بيرجمان, بوب لورينسر
  MI-12, ميشيغان 12, 0.005, 99.995,71.6, 25.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ستيفن إليوت, رشيدة طليب
  MI-13, ميشيغان 13, 0.0475, 99.9525,67.9, 27.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مارتيل دي بيفينغز, شري ثانيدار
  MI-02, ميشيغان 2, 99.7775, 0.2225,31.5, 65.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جون مولينار, جيري هيليارد
  MI-03, ميشيغان 3, 38.67749999999999, 61.3225,49.1, 46.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جون جيبس, هيلاري شولتن
  MI-04, ميشيغان 4, 94.8475, 5.1525,40.0, 56.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بيل هويزنجا, جوزيف ألفونسو
  MI-05, ميشيغان 5, 99.72999999999999, 0.27,32.6, 64.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تيم والبيرج, بارت غولدبرغ
  MI-06, ميتشيغان 6, 0.77, 99.22999999999999,63.2, 36.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ويتني ويليامز, ديبي دينجيل
  MI-07, ميشيغان 7, 17.7575, 82.235,51.8, 45.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, توم باريت, إليسا سلوتكين
  MI-08, ميشيغان 8, 32.3925, 67.6075,50.0, 46.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بول جونج, دانيال تي كيلدي
  MI-09, ميشيغان 9, 99.88749999999999, 0.1124999999999999,30.0, 66.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ليزا ماكلين, بريان جاي
  MN-01, مينيسوتا 1, 90.2975, 9.7025,43.2, 52.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, براد فينستاد, جيف إيتنجر
  MN-02, مينيسوتا 2, 36.945, 63.05500000000001,49.6, 47.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تايلر كيستنر, انجي كريج
  MN-03, مينيسوتا 3, 4.01, 95.99,57.1, 42.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, توم ويلر, دين فيليبس
  MN-04, مينيسوتا 4, 0.1, 99.9,67.8, 32.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ماي لور شيونغ, بيتي ماكولوم
  MN-05, مينيسوتا 5, 0.005, 99.995,77.5, 22.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, سيسلي ديفيس, إلهان عمر
  MN-06, مينيسوتا 6, 99.50750000000001, 0.4925,35.7, 64.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, توم ايمر, جين هندريكس
  MN-07, مينيسوتا 7, 99.9025, 0.09749999999999999,29.2, 67.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ميشيل فيشباخ, جيل أباحسين
  MN-08, مينيسوتا 8, 97.39, 2.61,39.8, 60.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بيت ستوبر, جين شولتز
  MO-01, ميسوري 1, 0.0025, 99.995,74.5, 22.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, أندرو جونز, كوري بوش
  MO-02, ميسوري 2, 98.6425, 1.3575,37.0, 60.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, آن واجنر, تريش جونبي
  MO-03, ميسوري 3, 99.8975, 0.1025,32.1, 67.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بلين لوتكيمير, بيثاني مان
  MO-04, ميسوري 4, 99.88, 0.12,29.9, 66.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مارك ألفورد, جاك ترومان
  MO-05, ميسوري 5, 0.6649999999999999, 99.335,61.4, 35.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, يعقوب ترك, إيمانويل كليفر ، الثاني
  MO-06, ميسوري 6, 99.9725, 0.0275,27.1, 69.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, سام جريفز, هنري مارتن
  MO-07, ميسوري 7, 99.9675, 0.0325,28.7, 67.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, اريك بورليسون, كريستين راداكر شيفر
  MO-08, ميسوري 8, 99.995, 0.005,21.9, 74.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جايسون سميث, راندي ماكاليان
  MS-01, ميسيسيبي 1, 99.925, 0.075,31.3, 68.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ترينت كيلي, ديان بلاك
  MS-02, ميسيسيبي 2, 0.295, 99.705,66.1, 33.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, زهور براين, بيني جي طومسون
  MS-03, ميسيسيبي 3, 99.8075, 0.1925,34.1, 65.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايكل جيست, شواسكي أ. يونغ
  MS-04, ميسيسيبي 4, 99.9025, 0.095,31.0, 65.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك ازيل, جوني إل دوبري
  MT-01, مونتانا 1, 82.5225, 17.47499999999999,44.7, 51.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ريان ك.زينكي, مونيكا ترانيل
  MT-02, مونتانا 2, 97.0625, 2.9375,36.3, 55.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مات روزينديل, بيني رونينج
  NC-10, ولاية كارولينا الشمالية العاشرة, 99.98, 0.02,28.4, 71.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, باتريك ماكهنري, بام جينانت
  NC-11, نورث كارولينا 11, 79.4075, 20.5925,44.8, 51.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تشاك إدواردز, جاسمين بيتش-فيرارا
  NC-01, نورث كارولينا 1, 17.29499999999999, 82.705,53.5, 46.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ساندي سميث, دون ديفيس
  NC-12, نورث كارولينا 12, 0.29, 99.71,65.0, 35.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تايلر لي, ألما إس آدامز
  NC-13, نورث كارولينا 13, 45.1875, 54.8125,50.3, 49.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بو هاينز, وايلي نيكل
  NC-14, كارولينا الشمالية 14, 17.3575, 82.6425,54.4, 45.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بات هاريجان, جيف جاكسون
  NC-02, ولاية كارولينا الشمالية الثانية, 0.4349999999999999, 99.565,64.5, 35.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريستين إي فيلافيردي, ديبورا ك.روس
  NC-03, ولاية كارولينا الشمالية الثالثة, 99.815, 0.185,33.9, 66.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جريج مورفي, باربرا دي جاسكينز
  NC-04, ولاية كارولينا الشمالية الرابعة, 0.4125, 99.58749999999999,63.8, 36.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كورتني جيلز, فاليري ب.فوشي
  NC-05, ولاية كارولينا الشمالية الخامسة, 99.47500000000001, 0.525,35.6, 64.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, فرجينيا فوكس, كايل باريش
  NC-06, ولاية كارولينا الشمالية 6, 9.332500000000001, 90.6675,53.6, 43.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريستيان كاستيلي, كاثي مانينغ
  NC-07, ولاية كارولينا الشمالية السابعة, 98.03, 1.97,39.2, 60.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ديفيد روزر, تشارلز جراهام
  NC-08, نورث كارولينا 8, 99.965, 0.03499999999999999,30.0, 70.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دان بيشوب, سكوت هوفمان
  NC-09, كارولينا الشمالية 9, 96.5175, 3.4825,40.8, 59.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ريتشارد هدسون, بن كلارك
  ND-AL, داكوتا الشمالية At-Large, 97.8275, 0.0,0.0, 58.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كيلي ارمسترونج, حزب ديمقراطي
  NE-01, نبراسكا 1, 98.96249999999999, 1.0375,37.8, 62.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك فلود, باتي بانسينغ بروكس
  NE-02, نبراسكا 2, 83.4525, 16.5475,46.5, 53.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, دون بيكون, توني فارغاس
  NE-03, نبراسكا الثالثة, 100.0, 0.0,0.0, 74.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, أدريان سميث, حزب ديمقراطي
  NH-01, نيو هامبشاير 1, 49.66, 50.33999999999999,50.0, 50.0, غير مؤكد, تنبؤ بالمناخ, 100.0, كارولين ليفيت, كريس باباس
  NH-02, نيو هامبشاير 2, 19.22, 80.78,52.8, 47.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, روبرت برنز, آن ماكلين كوستر
  NJ-10, نيو جيرسي العاشر, 0.0, 100.0,75.4, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, دونالد إم باين جونيور
  NJ-11, نيو جيرسي 11, 7.3825, 92.61749999999999,56.2, 41.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بول ديجروت, ميكي شيريل
  NJ-01, نيو جيرسي 1, 7.979999999999999, 92.02,54.4, 42.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كلير جوستافسون, دونالد دبليو نوركروس
  NJ-12, نيو جيرسي 12, 0.235, 99.7625,64.4, 32.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, داريوس مايفيلد, بوني واتسون كولمان
  NJ-02, نيو جيرسي 2, 97.365, 2.635,38.4, 58.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيف فان درو, تيم الكسندر
  NJ-03, نيو جيرسي 3, 18.9425, 81.0575,51.8, 44.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بوب هيلي, آندي كيم
  NJ-04, نيو جيرسي 4, 99.86500000000001, 0.135,30.1, 65.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كريستوفر هـ. سميث, ماثيو جينكينز
  NJ-05, نيو جيرسي الخامس, 13.1275, 86.8725,54.1, 42.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, فرانك تي بالوتا, جوش جوتهايمر
  NJ-06, نيو جيرسي 6, 4.5325, 95.4675,57.3, 39.3, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, سوزان إم كيلي, فرانك بالوني جونيور
  NJ-07, نيو جيرسي 7, 64.63, 35.37,48.4, 51.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, توماس إتش كين جونيور, توم مالينوفسكي
  NJ-08, نيو جيرسي 8, 0.16, 99.83999999999999,66.3, 28.5, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ماركوس أرويو, روبرت جيه مينينديز
  NJ-09, نيو جيرسي 9, 3.3225, 96.67750000000001,58.1, 38.7, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, بيلي بريمبيه, بيل باسكريل جونيور
  NM-01, نيو مكسيكو 1, 6.795, 93.205,54.6, 45.4, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ميشيل جارسيا هولمز, ميلاني آن ستانسبيري
  NM-02, نيو مكسيكو الثانية, 68.3025, 31.6975,48.4, 51.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, إيفيت هيريل, غابرييل فاسكيز
  NM-03, نيو مكسيكو 3, 0.7925, 99.20750000000001,59.1, 40.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الكسيس مارتينيز جونسون, تيريزا ليجيه فرنانديز
  NV-01, نيفادا 1, 82.1, 17.9,45.5, 51.9, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مارك روبرتسون, دينا تيتوس
  NV-02, نيفادا 2, 99.83, 0.1699999999999999,36.4, 60.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مارك إي أمودي, إليزابيث مرسيدس كراوس
  NV-03, نيفادا 3, 64.92, 35.08,48.7, 51.3, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, أبريل بيكر, سوزي لي
  NV-04, نيفادا 4, 36.1425, 63.8575,51.2, 48.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, سام بيترز, ستيفن هورسفورد
  NY-10, نيويورك العاشر, 0.0, 100.0,80.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, دانيال جولدمان
  NY-11, نيويورك 11, 86.985, 13.01499999999999,45.6, 54.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, نيكول ماليوتاكيس, ماكس ن. روز
  NY-01, نيويورك 1, 76.86, 23.14,46.3, 53.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, نيكولاس ج.الوتا, بريدجيت فليمنج
  NY-12, نيويورك 12, 0.0, 100.0,79.9, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, جيرولد نادلر
  NY-13, نيويورك 13, 0.0, 100.0,100.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, Adriano Espaillat
  NY-14, نيويورك 14, 0.0025, 99.99749999999999,75.8, 21.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, تينا فورتي, الإسكندرية أوكاسيو كورتيز
  NY-15, نيويورك 15, 0.0, 100.0,82.4, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, ريتشي جيه توريس
  NY-16, نيويورك 16, 0.0125, 99.9875,70.9, 29.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ميريام ل, جمال بومان
  NY-17, نيويورك 17, 36.8575, 63.1425,51.4, 48.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, مايكل في لولر, شون باتريك مالوني
  NY-18, نيويورك 18, 15.7175, 84.2825,54.9, 45.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كولين جيه شميت, بات رايان
  NY-19, نيويورك 19, 38.56749999999999, 61.4325,50.9, 49.1, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ماركوس مولينارو, جوش رايلي
  NY-20, نيويورك 20, 2.6125, 97.3875,60.1, 39.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إليزابيث ل.جوي, بول دي تونكو
  NY-21, نيويورك 21, 97.58250000000001, 2.4175,38.8, 61.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, إليز إم ستيفانيك, مات كاستيلي
  NY-02, نيويورك 2, 83.3275, 16.6725,45.9, 54.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, أندرو ر.جاربارينو, جاكي جوردون
  NY-22, نيويورك 22, 74.245, 25.755,47.9, 52.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, براندون م, فرانسيس كونول
  NY-23, نيويورك 23, 95.475, 4.524999999999999,40.9, 59.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, نيك لانغورثي, ماكس إتش ديلا بيا
  NY-24, نيويورك 24, 99.1275, 0.8725,36.6, 63.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كلوديا تيني, ستيفن هولدن
  NY-25, نيويورك 25, 14.2975, 85.7025,54.0, 46.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, لارون د, جوزيف د
  NY-26, نيويورك 26, 1.295, 98.705,61.8, 38.2, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, ستيفن إل سامز الثاني, بريان هيغينز
  NY-03, نيويورك 3, 47.58, 52.42,50.3, 49.7, غير مؤكد, تنبؤ بالمناخ, 100.0, جورج ايه دي سانتوس, روبرت ب. زيمرمان
  NY-04, نيويورك 4, 49.0075, 50.99249999999999,50.1, 49.9, غير مؤكد, تنبؤ بالمناخ, 100.0, أنتوني ب.ديسبوزيتو, لورا أ. جيلن
  NY-05, نيويورك الخامس, 0.0, 100.0,79.2, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, جريجوري ميكس
  NY-06, نيويورك 6, 0.3475, 99.6525,67.2, 32.8, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, توم زميش, جريس منغ
  NY-07, نيويورك 7, 0.0, 100.0,79.4, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, Nydia M. Velázquez
  NY-08, نيويورك 8, 0.0, 100.0,76.0, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, حكيم س. جيفريز
  NY-09, نيويورك 9, 0.0, 99.995,87.3, 0.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, الحزب الجمهوري, إيفيت كلارك
  OH-10, أوهايو العاشر, 95.75, 4.25,41.4, 58.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك تيرنر, ديفيد اسراتي
  OH-11, أوهايو 11, 0.005, 99.995,77.1, 22.9, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, إريك جيه بروير, شونتيل براون
  OH-01, أوهايو 1, 65.755, 34.245,48.5, 51.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ستيف شابوت, جريج لاندسمان
  OH-12, أوهايو 12, 99.8825, 0.1175,31.6, 68.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, تروي بالدرسون, ايمي ريبل إلتون
  OH-13, أوهايو 13, 70.2175, 29.7825,48.2, 51.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماديسون جيسيوتو جيلبرت, إميليا سايكس
  OH-14, أوهايو 14, 98.92, 1.08,37.6, 62.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ديفيد بي جويس, مات كيلبوي
  OH-15, أوهايو 15, 97.5, 2.5,40.0, 60.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, مايك كاري, جاري جوزيفسون
  OH-02, أوهايو 2, 99.9825, 0.01749999999999999,26.5, 73.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, براد وينستروب, سامانثا ميدوز
  OH-03, أوهايو الثالثة, 0.03, 99.97,70.4, 29.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, لي آر ستالي, جويس بيتي
  OH-04, أوهايو الرابعة, 99.9825, 0.01749999999999999,29.3, 70.7, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جيم جوردان, تامي ويلسون
  OH-05, أوهايو الخامس, 99.79, 0.21,33.4, 66.6, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بوب لاتا, كريج شوارتز
  OH-06, أوهايو 6, 99.7675, 0.2324999999999999,33.0, 67.0, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, بيل جونسون, لويس جي ليراس
  OH-07, أوهايو 7, 89.47749999999999, 10.52249999999999,43.5, 56.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ماكس ميلر, ماثيو ديمر
  OH-08, أوهايو 8, 99.82, 0.18,33.6, 66.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, وارن ديفيدسون, فانيسا اينوك
  OH-09, أوهايو 9, 27.185, 72.815,52.4, 47.6, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, جي آر ماجوسكي, مارسي كابتور
  OK-01, أوكلاهوما 1, 99.88, 0.12,30.9, 65.8, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كيفن هيرن, آدم مارتن
  OK-02, أوكلاهوما 2, 99.98, 0.02,25.7, 70.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, جوش بريشين, نعومي اندروز
  OK-03, أوكلاهوما الثالثة, 99.99249999999999, 0.0075,26.6, 73.4, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, فرانك دي لوكاس, إرميا أ. روس
  OK-04, أوكلاهوما الرابعة, 99.92999999999999, 0.06999999999999999,30.8, 69.2, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, توم كول, ماري برانون
  OK-05, أوكلاهوما 5, 99.7675, 0.2275,33.2, 63.5, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, ستيفاني بايس, جوشوا هاريس تيل
  OR-01, أوريغون 1, 0.0775, 99.9225,68.0, 32.0, حزب ديمقراطي, تنبؤ بالمناخ, 100.0, كريستوفر إيه مان, سوزان بوناميتشي
  OR-02, أوريغون 2, 99.74499999999999, 0.255,33.9, 66.1, الحزب الجمهوري, تنبؤ بالمناخ, 100.0, كليف س. بنتز, جو يتر
